Date,Max.,Min.,Morn,Eve,Rain,PE
30.03.2000,36,15,44,14,0,6.95
31.03.2000,37,15,37,15,0,7.39
01.04.2000,39,16,43,16,0,7.39
02.04.2000,39,18,39,15,0,6.08
03.04.2000,38,19,47,22,0,7.39
04.04.2000,39,17,37,24,0,8.26
05.04.2000,39,18,36,14,0,7.82
06.04.2000,40,20,40,14,0,9.12
07.04.2000,40,18,30,12,0,7.39
08.04.2000,40,19,43,12,0,11.3
09.04.2000,41,22,37,12,0,8.96
10.04.2000,39,17,35,13,0,7.82
11.04.2000,40,18,41,12,0,7.82
12.04.2000,40,18,38,10,0,8.26
13.04.2000,41,19,32,13,0,7.82
14.04.2000,41,20,33,16,0,7.82
15.04.2000,41,24,44,23,0,8.26
16.04.2000,40,24,40,10,0,9.56
17.04.2000,40,21,35,15,0,7.82
18.04.2000,40,23,31,12,0,8.69
19.04.2000,41,22,38,13,0,9.12
20.04.2000,41,24,31,16,0,9.56
21.04.2000,41,24,30,13,0,9.56
22.04.2000,41,24,31,23,0,8.69
23.04.2000,36,22,34,17,0,7.82
24.04.2000,38,23,38,18,0,8.69
25.04.2000,40,25,46,21,0,44.3
26.04.2000,40,29,46,26,0,12.17
27.04.2000,41,28,48,26,0,11.3
28.04.2000,42,28,41,20,0,12.17
29.04.2000,41,27,38,17,0,12.17
30.04.2000,42,26,38,19,0,12.6
01.05.2000,41,27,37,18,0,11.3
02.05.2000,42,28,35,16,0,10.43
03.05.2000,43,28,33,15,0,11.3
04.05.2000,44,28,34,20,0,11.3
05.05.2000,44,28,44,24,0,10.43
06.05.2000,36,29,65,30,0,11.3
07.05.2000,39,23,56,28,0,8.69
08.05.2000,38,26,52,34,0,8.69
09.05.2000,36,24,42,27,0,6.08
10.05.2000,38,23,51,29,0,6.95
11.05.2000,36,25,55,33,0,6.08
12.05.2000,39,27,68,36,0,6.95
13.05.2000,36,25,58,33,0,6.95
14.05.2000,35,25,55,35,0,7.82
15.05.2000,36,27,58,30,0,5.21
16.05.2000,33,27,58,32,0,11.3
17.05.2000,38,29,42,34,0,6.95
18.05.2000,38,27,49,30,0,8.69
19.05.2000,38,29,63,39,23,12.7
20.05.2000,37,24,92,68,0,3.48
21.05.2000,31,25,81,46,0,7.82
22.05.2000,35,28,65,37,0,10.43
23.05.2000,37,28,59,31,0,11.3
24.05.2000,40,28,53,30,0,14.77
25.05.2000,39,28,53,33,0,12.17
26.05.2000,39,29,56,30,0,11.73
06.06.2000,38,25,87,66,13.8,0.77
07.06.2000,33,25,87,83,29.2,4.19
08.06.2000,29,24,92,61,0,2.61
09.06.2000,31,26,85,72,1.6,6.81
10.06.2000,35,25,84,69,0,8.69
11.06.2000,36,25,84,68,0,10.43
12.06.2000,35,25,84,48,0,9.56
13.06.2000,36,27,64,46,0,10.43
14.06.2000,36,26,71,30,0,10.43
15.06.2000,35,25,95,46,0,12.17
16.06.2000,35,26,92,51,0,13.9
17.06.2000,35,25,82,44,0.3,6.38
18.06.2000,37,27,82,35,1.8,12.17
19.06.2000,36,26,78,60,0,8.69
20.06.2000,32,25,87,34,6.2,9.56
21.06.2000,30,24,84,64,2.8,0
22.06.2000,33,26,85,55,0,7.3
23.06.2000,36,26,85,48,0,7.82
24.06.2000,36,26,67,47,0,7.82
25.06.2000,36,26,71,48,0,8.69
26.06.2000,36,25,78,45,0,10.43
27.06.2000,37,25,65,36,8.4,11.3
28.06.2000,38,28,72,41,1.2,0
29.06.2000,34,25,85,54,0,5.21
30.06.2000,36,25,85,54,0,8.43
01.07.2000,31,26.6,85,54,18,11.05
02.07.2000,37,26,87,49,6.1,2.62
03.07.2000,36,24,95,72,0,4.34
04.07.2000,31,24,87,52,0,6.52
05.07.2000,35,26,85,52,0,8.43
06.07.2000,36,23,78,48,68.8,2.75
07.07.2000,34,24,92,70,2.6,4.34
08.07.2000,33,25,92,55,2.4,3.27
09.07.2000,33.6,25,88,67,2,3.74
10.07.2000,32,25,88,71,0,2.61
11.07.2000,30,26,92,66,12.2,2.64
12.07.2000,32,25,92,79,23.8,2.08
13.07.2000,30,24,97,92,85,0
14.07.2000,29,24,92,78,0,1.74
15.07.2000,29,24,90,87,2,3.74
16.07.2000,27,24,87,95,14.2,5.51
17.07.2000,25,24,98,92,27.2,5.52
18.07.2000,25,24,98,96,39,5.58
19.07.2000,25,23,100,92,38.8,5.78
20.07.2000,25,23,95,95,22.8,4.4
21.07.2000,24.4,22,91,77,0,1.74
22.07.2000,27,24,83,84,6.8,3.48
23.07.2000,27,24,83,82,0,2.61
24.07.2000,27,24,90,68,0,3.48
25.07.2000,30,23,87,81,3,3.87
26.07.2000,29,24,83,76,0,2.17
27.07.2000,28,24,88,80,2.8,0.19
28.07.2000,27,24,98,93,11.8,0
29.07.2000,27,23,95,92,11.6,1.76
30.07.2000,27,24,98,91,19,0
31.07.2000,26,23,91,65,0,4.34
01.08.2000,31,24,84,61,0,4.78
02.08.2000,31,23,79,59,0,6.08
03.08.2000,31,25,82,62,0,6.52
04.08.2000,31,24,82,60,6.2,2.61
05.08.2000,32,24,87,60,0,3.04
06.08.2000,32,24,88,54,0,4.34
07.08.2000,33,25,83,54,0,6.08
08.08.2000,34,25,74,50,1.8,3.48
09.08.2000,35,25,92,71,29.8,1.99
10.08.2000,29,23,98,71,33.8,1.65
11.08.2000,30,25,85,74,1.8,3.54
12.08.2000,31,25,92,92,11.4,0.97
13.08.2000,28,25,96,82,1.2,0
14.08.2000,29,24,82,73,5.6,3.86
15.08.2000,29,24,95,75,0,3.48
16.08.2000,29,24,91,73,1.4,1.83
17.08.2000,29,24,91,71,0,3.48
18.08.2000,30,24,92,71,6,2.52
19.08.2000,29,24,96,95,18.6,0
20.08.2000,25,23,98,83,2.2,0.26
21.08.2000,27,24,98,92,19.4,0
22.08.2000,27,24,95,85,4,5.3
23.08.2000,30,24,97,53,0,4.34
24.08.2000,32,25,87,69,0,6.08
25.08.2000,34,26,87,73,0,5.21
26.08.2000,33,25,90,60,0,5.21
27.08.2000,34,25,92,69,67.6,0
28.08.2000,32,23,98,81,21.4,3.15
29.08.2000,31,23,96,83,0,2.61
30.08.2000,29,24,92,75,0,2.61
31.08.2000,29,24,96,80,0,3.04
01.09.2000,29,23,90,71,0,3.48
02.09.2000,30,24,90,78,0,3.04
03.09.2000,30,23,98,68,0,3.48
04.09.2000,29,24,91,85,8,4.52
05.09.2000,27,24,93,84,0,1.74
06.09.2000,25,24,95,95,3.6,0.99
07.09.2000,26,24,92,84,0,2.61
08.09.2000,27,25,91,75,2.8,4.54
09.09.2000,30,22,91,69,0,4.34
10.09.2000,29,22,95,74,0,3.91
11.09.2000,30,21,90,75,0,3.48
12.09.2000,30,21,90,65,0,3.91
13.09.2000,31,22,85,60,0,5.21
14.09.2000,33,24,92,61,0,4.78
15.09.2000,33,23,88,61,0,4.78
16.09.2000,33,24,88,50,0,6.08
17.09.2000,34,24,85,55,0,6.08
18.09.2000,33,24,92,57,0,6.08
19.09.2000,33,23,77,56,0,6.95
20.09.2000,33,23,87,62,0,6.95
21.09.2000,34,23,87,52,0,6.08
22.09.2000,34,22,86,57,0,6.08
23.09.2000,34,22,83,47,0,6.95
24.09.2000,34,22,83,47,0,6.52
25.09.2000,34,23,84,88,0,5.21
26.09.2000,34,24,84,50,0,6.08
27.09.2000,35,24,92,50,0,6.52
28.09.2000,36,25,84,48,0,6.95
29.09.2000,34,23,76,47,0,6.52
30.09.2000,35,24,75,34,0,5.65
01.10.2000,36,22,88,29,0,6.08
02.10.2000,36,22,83,33,0,6.95
03.10.2000,36,17,75,42,0,5.65
04.10.2000,35,19,83,42,0,5.65
05.10.2000,35,19,77,42,0,5.21
06.10.2000,35,20,77,40,0,5.21
07.10.2000,35,20,77,39,0,4.34
08.10.2000,36,23,77,39,0,4.34
09.10.2000,35,21,75,43,0,4.78
10.10.2000,35,22,75,35,0,5.21
11.10.2000,35,22,75,43,0,5.21
12.10.2000,35,21,77,42,0,5.21
13.10.2000,36,22,69,42,0,6.08
14.10.2000,34,20,84,39,0,4.34
15.10.2000,35,18,68,41,0,5.21
16.10.2000,35,16,86,41,0,5.21
17.10.2000,36,16,59,41,0,5.21
18.10.2000,36,16,60,37,0,5.21
19.10.2000,34,17,74,42,0,5.21
20.10.2000,36,16,86,34,0,5.21
21.10.2000,34,16,74,31,0,6.08
22.10.2000,35,16,57,30,0,6.08
23.10.2000,35,16,57,39,0,5.65
24.10.2000,36,17,67,41,0,4.78
25.10.2000,35,15,66,37,0,4.78
26.10.2000,36,16,66,31,0,5.21
27.10.2000,35,15,57,31,0,4.78
28.10.2000,37,14,69,32,0,4.78
29.10.2000,33,16,66,40,0,5.21
30.10.2000,34,15,65,43,0,5.21
31.10.2000,33,15,60,43,0,5.21
01.11.2000,34,15,59,35,0,5.65
02.11.2000,34,15,65,43,0,6.08
03.11.2000,33,15,65,38,0,5.21
04.11.2000,33,15,79,40,0,4.34
05.11.2000,33,16,69,45,0,4.78
06.11.2000,32,15,74,44,0,4.78
07.11.2000,33,16,64,34,0,5.21
08.11.2000,34,16,62,33,0,4.78
09.11.2000,34,14,77,31,0,4.78
10.11.2000,31,16,70,38,0,4.78
11.11.2000,33,17,65,37,0,5.21
12.11.2000,33,15,64,31,0,4.78
13.11.2000,33,16,57,33,0,5.21
14.11.2000,32,15,55,31,0,5.21
15.11.2000,32,15,56,29,0,5.65
16.11.2000,32,14,59,32,0,5.21
17.11.2000,31,13,72,27,0,5.65
18.11.2000,31,13,60,35,0,5.21
19.11.2000,32,13,69,30,0,4.78
20.11.2000,31,13,73,47,0,4.34
21.11.2000,30,13,69,31,0,4.34
22.11.2000,30,13,78,41,0,4.78
23.11.2000,31,15,63,43,0,4.34
24.11.2000,32,15,74,33,0,4.34
25.11.2000,32,14,76,38,0,4.78
26.11.2000,31,14,74,40,0,5.21
27.11.2000,29,14,65,40,0,4.34
28.11.2000,31,16,65,57,0,5.21
29.11.2000,28,15,71,56,0,4.34
30.11.2000,27,14,63,49,0,5.21
01.12.2000,26,11,60,29,0,4.78
02.12.2000,25,9,65,38,0,4.78
03.12.2000,24,7,62,28,0,4.34
04.12.2000,25,6,74,48,0,4.34
05.12.2000,26,7,79,42,0,4.34
06.12.2000,28,9,76,48,0,4.34
07.12.2000,29,9,70,39,0,4.34
08.12.2000,29,10,70,36,0,4.34
09.12.2000,29,10,77,35,0,4.34
10.12.2000,30,10,70,32,0,3.91
11.12.2000,30,10,77,42,0,3.91
12.12.2000,30,11,75,45,0,3.91
13.12.2000,29,10,75,47,0,3.91
14.12.2000,27,9,80,45,0,3.91
15.12.2000,28,10,78,40,0,3.91
16.12.2000,29,10,79,39,0,4.34
17.12.2000,29,10,83,40,0,3.48
18.12.2000,29,10,88,45,0,3.48
19.12.2000,28,11,88,40,0,2.61
20.12.2000,28,11,84,58,0,3.48
21.12.2000,29,12,77,43,0,3.48
22.12.2000,26,9,82,47,0,4.34
23.12.2000,25,8,81,45,0,4.34
24.12.2000,26,9,74,42,0,4.34
25.12.2000,26,8,72,40,0,4.34
26.12.2000,26,7,76,41,0,3.91
27.12.2000,26,7,79,48,0,3.91
28.12.2000,26,10,79,59,0,3.48
29.12.2000,27,10,78,48,0,3.91
30.12.2000,27,10,62,48,0,3.91
31.12.2000,25,13,61,63,20,0.88
