Max.,Min.,Morn,Eve,Rain,Rainy Days ,PE,year,month,day,Next_Max,Next_Min
21.0,13.5,78.0,48.0,0.0,0.0,0.43,2020,1,1,22.5,13.5
22.5,13.5,78.0,48.0,2.0,1.0,0.43,2020,1,2,21.5,15.5
21.5,15.5,78.0,48.0,0.0,0.0,0.43,2020,1,3,19.0,11.5
19.0,11.5,78.0,48.0,0.0,0.0,0.87,2020,1,4,23.0,8.0
23.0,8.0,78.0,48.0,0.0,0.0,1.74,2020,1,5,24.0,7.0
24.0,7.0,78.0,48.0,0.0,0.0,2.6,2020,1,6,25.0,9.0
25.0,9.0,78.0,48.0,0.0,0.0,2.17,2020,1,7,27.0,13.0
27.0,13.0,78.0,48.0,0.0,0.0,2.6,2020,1,8,21.0,10.0
21.0,10.0,78.0,48.0,0.0,0.0,3.04,2020,1,9,18.0,4.0
18.0,4.0,78.0,48.0,0.0,0.0,1.74,2020,1,10,20.0,4.0
20.0,4.0,78.0,48.0,0.0,0.0,1.74,2020,1,11,25.0,4.5
25.0,4.5,78.0,48.0,0.0,0.0,2.17,2020,1,12,27.0,5.0
27.0,5.0,78.0,48.0,0.0,0.0,3.04,2020,1,13,25.5,12.5
25.5,12.5,78.0,48.0,0.0,0.0,3.47,2020,1,14,27.0,14.0
27.0,14.0,78.0,48.0,0.0,0.0,1.74,2020,1,15,23.0,14.5
23.0,14.5,78.0,48.0,0.0,0.0,3.04,2020,1,16,24.0,14.0
24.0,14.0,78.0,48.0,0.0,0.0,2.6,2020,1,17,23.0,12.0
23.0,12.0,78.0,48.0,0.0,0.0,3.04,2020,1,18,21.0,8.5
21.0,8.5,78.0,48.0,0.0,0.0,2.6,2020,1,19,21.0,5.0
21.0,5.0,78.0,48.0,0.0,0.0,2.6,2020,1,20,25.0,9.0
25.0,9.0,78.0,48.0,0.0,0.0,3.04,2020,1,21,27.0,14.5
27.0,14.5,78.0,48.0,0.0,0.0,3.04,2020,1,22,26.5,11.5
26.5,11.5,78.0,48.0,0.0,0.0,2.6,2020,1,23,24.5,8.0
24.5,8.0,78.0,48.0,0.0,0.0,3.47,2020,1,24,25.0,7.5
25.0,7.5,78.0,48.0,0.0,0.0,2.6,2020,1,25,24.0,7.5
24.0,7.5,78.0,48.0,0.0,0.0,2.6,2020,1,26,24.5,8.5
24.5,8.5,78.0,48.0,0.0,0.0,2.6,2020,1,27,26.0,10.0
26.0,10.0,78.0,48.0,0.0,0.0,3.04,2020,1,28,24.5,12.0
24.5,12.0,78.0,48.0,0.0,0.0,2.6,2020,1,29,22.0,8.0
22.0,8.0,78.0,48.0,0.0,0.0,2.17,2020,1,30,23.0,7.0
23.0,7.0,78.0,48.0,0.0,0.0,1.74,2020,1,31,22.5,7.5
22.5,7.5,78.0,48.0,0.0,0.0,1.74,2020,2,1,23.0,6.5
23.0,6.5,78.0,48.0,0.0,0.0,1.74,2020,2,2,24.0,7.5
24.0,7.5,78.0,48.0,0.0,0.0,2.17,2020,2,3,24.0,11.0
24.0,11.0,78.0,48.0,0.0,0.0,2.6,2020,2,4,22.5,12.0
22.5,12.0,78.0,48.0,0.0,0.0,1.3,2020,2,5,24.0,11.0
24.0,11.0,78.0,48.0,0.0,0.0,0.87,2020,2,6,24.5,10.5
24.5,10.5,78.0,48.0,0.0,0.0,1.3,2020,2,7,24.5,9.5
24.5,9.5,78.0,48.0,0.0,0.0,1.3,2020,2,8,24.0,8.0
24.0,8.0,78.0,48.0,0.0,0.0,1.74,2020,2,9,25.0,6.5
25.0,6.5,78.0,48.0,0.0,0.0,1.74,2020,2,10,25.5,7.5
25.5,7.5,78.0,48.0,0.0,0.0,1.74,2020,2,11,27.0,9.5
27.0,9.5,78.0,48.0,0.0,0.0,2.17,2020,2,12,28.0,9.0
28.0,9.0,78.0,48.0,0.0,0.0,2.6,2020,2,13,29.0,8.0
29.0,8.0,78.0,48.0,0.0,0.0,2.6,2020,2,14,29.0,11.0
29.0,11.0,78.0,48.0,0.0,0.0,2.6,2020,2,15,28.0,10.0
28.0,10.0,78.0,48.0,0.0,0.0,3.04,2020,2,16,28.0,8.5
28.0,8.5,78.0,48.0,0.0,0.0,3.91,2020,2,17,30.0,7.0
30.0,7.0,78.0,48.0,0.0,0.0,3.04,2020,2,18,30.0,8.5
30.0,8.5,78.0,48.0,0.0,0.0,3.47,2020,2,19,31.0,12.5
31.0,12.5,78.0,48.0,0.0,0.0,3.47,2020,2,20,30.0,123.5
30.0,123.5,78.0,48.0,0.0,0.0,3.47,2020,2,21,29.0,15.0
29.0,15.0,78.0,48.0,0.0,0.0,3.47,2020,2,22,29.5,14.0
29.5,14.0,78.0,48.0,0.0,0.0,3.47,2020,2,23,30.0,13.5
30.0,13.5,78.0,48.0,0.0,0.0,3.47,2020,2,24,28.0,10.5
28.0,10.5,78.0,48.0,0.0,0.0,3.91,2020,2,25,28.0,9.0
28.0,9.0,78.0,48.0,0.0,0.0,2.6,2020,2,26,29.5,11.5
29.5,11.5,78.0,48.0,0.0,0.0,3.04,2020,2,27,30.0,12.0
30.0,12.0,78.0,48.0,0.0,0.0,3.47,2020,2,28,29.0,13.0
29.0,13.0,78.0,48.0,0.0,0.0,3.04,2020,2,29,28.0,13.5
28.0,13.5,78.0,48.0,0.0,0.0,3.04,2020,3,1,26.5,13.0
26.5,13.0,78.0,48.0,1.2,1.0,2.17,2020,3,2,28.0,13.0
28.0,13.0,78.0,48.0,0.0,0.0,0.87,2020,3,3,30.0,11.5
30.0,11.5,78.0,48.0,0.0,0.0,2.17,2020,3,4,30.0,12.0
30.0,12.0,78.0,48.0,0.0,0.0,2.6,2020,3,5,29.0,11.0
29.0,11.0,78.0,48.0,0.0,0.0,2.17,2020,3,6,28.0,11.0
28.0,11.0,78.0,48.0,0.0,0.0,2.6,2020,3,7,28.0,10.5
28.0,10.5,78.0,48.0,0.0,0.0,2.6,2020,3,8,28.0,10.0
28.0,10.0,78.0,48.0,0.0,0.0,2.6,2020,3,9,27.0,11.0
27.0,11.0,78.0,48.0,0.0,0.0,2.17,2020,3,10,29.0,11.5
29.0,11.5,78.0,48.0,0.0,0.0,2.6,2020,3,11,29.5,13.0
29.5,13.0,78.0,48.0,0.0,0.0,3.04,2020,3,12,29.5,12.0
29.5,12.0,78.0,48.0,0.0,0.0,3.04,2020,3,13,29.0,10.5
29.0,10.5,78.0,48.0,0.0,0.0,2.6,2020,3,14,28.5,9.5
28.5,9.5,78.0,48.0,0.0,0.0,2.6,2020,3,15,28.5,9.0
28.5,9.0,78.0,48.0,0.0,0.0,2.6,2020,3,16,31.0,11.5
31.0,11.5,78.0,48.0,0.0,0.0,3.04,2020,3,17,33.0,15.0
33.0,15.0,78.0,48.0,0.0,0.0,3.91,2020,3,18,35.0,17.0
35.0,17.0,78.0,48.0,3.1,1.0,1.74,2020,3,19,31.5,16.0
31.5,16.0,78.0,48.0,0.0,0.0,4.34,2020,3,20,33.0,13.0
33.0,13.0,78.0,48.0,0.0,0.0,5.21,2020,3,21,34.0,12.5
34.0,12.5,78.0,48.0,0.0,0.0,4.77,2020,3,22,35.0,12.0
35.0,12.0,78.0,48.0,0.0,0.0,5.21,2020,3,23,36.0,16.5
36.0,16.5,78.0,48.0,0.0,0.0,5.64,2020,3,24,31.1,17.0
31.1,17.0,78.0,48.0,0.0,0.0,6.94,2020,3,25,31.1,18.0
31.1,18.0,78.0,48.0,0.5,1.0,5.64,2020,3,26,31.1,20.0
31.1,20.0,78.0,48.0,0.0,0.0,5.21,2020,3,27,31.1,17.5
31.1,17.5,78.0,48.0,8.0,1.0,0.0,2020,3,28,31.1,17.0
31.1,17.0,78.0,48.0,0.0,0.0,5.21,2020,3,29,31.1,18.0
31.1,18.0,78.0,48.0,0.0,0.0,5.64,2020,3,30,31.1,17.5
31.1,17.5,78.0,48.0,0.0,0.0,6.08,2020,3,31,31.1,18.0
31.1,18.0,78.0,48.0,0.0,0.0,6.94,2020,4,1,31.1,15.0
31.1,15.0,78.0,48.0,0.0,0.0,6.08,2020,4,2,31.1,17.0
31.1,17.0,78.0,48.0,0.0,0.0,7.81,2020,4,3,31.1,19.0
31.1,19.0,78.0,48.0,0.0,0.0,6.08,2020,4,4,31.1,17.0
31.1,17.0,78.0,48.0,0.0,0.0,7.81,2020,4,5,31.1,17.0
31.1,17.0,78.0,48.0,0.0,0.0,6.51,2020,4,6,31.1,18.0
31.1,18.0,78.0,48.0,0.0,0.0,5.64,2020,4,7,31.1,17.0
31.1,17.0,78.0,48.0,0.0,0.0,6.94,2020,4,8,31.1,17.5
31.1,17.5,78.0,48.0,0.0,0.0,7.38,2020,4,9,31.1,19.5
31.1,19.5,78.0,48.0,0.0,0.0,6.94,2020,4,10,31.1,19.0
31.1,19.0,78.0,48.0,0.0,0.0,7.38,2020,4,11,31.1,18.0
31.1,18.0,78.0,48.0,0.0,0.0,6.08,2020,4,12,31.1,18.5
31.1,18.5,78.0,48.0,0.0,0.0,6.94,2020,4,13,31.1,19.0
31.1,19.0,78.0,48.0,0.0,0.0,6.94,2020,4,14,31.1,21.5
31.1,21.5,78.0,48.0,0.0,0.0,5.21,2020,4,15,31.1,21.5
31.1,21.5,78.0,48.0,0.0,0.0,7.81,2020,4,16,31.1,22.0
31.1,22.0,78.0,48.0,0.0,0.0,8.25,2020,4,17,31.1,23.0
31.1,23.0,78.0,48.0,0.0,0.0,5.21,2020,4,18,31.1,21.5
31.1,21.5,78.0,48.0,2.8,1.0,3.04,2020,4,19,31.1,21.5
31.1,21.5,78.0,48.0,0.0,0.0,7.38,2020,4,20,31.1,18.0
31.1,18.0,78.0,48.0,0.0,0.0,7.81,2020,4,21,31.1,19.5
31.1,19.5,78.0,48.0,0.0,0.0,8.25,2020,4,22,31.1,21.0
31.1,21.0,78.0,48.0,0.0,0.0,9.55,2020,4,23,31.1,21.5
31.1,21.5,78.0,48.0,0.0,0.0,8.68,2020,4,24,31.1,20.5
31.1,20.5,78.0,48.0,0.0,0.0,8.68,2020,4,25,31.1,22.0
31.1,22.0,78.0,48.0,0.0,0.0,9.11,2020,4,26,31.1,24.0
31.1,24.0,78.0,48.0,0.0,0.0,9.55,2020,4,27,31.1,22.0
31.1,22.0,78.0,48.0,0.0,0.0,9.55,2020,4,28,31.1,20.5
31.1,20.5,78.0,48.0,0.0,0.0,8.68,2020,4,29,41.0,22.0
41.0,22.0,78.0,48.0,0.0,0.0,6.94,2020,4,30,42.0,22.5
42.0,22.5,78.0,48.0,0.0,0.0,7.38,2020,5,1,43.0,23.0
43.0,23.0,78.0,48.0,0.0,0.0,9.11,2020,5,2,42.5,23.0
42.5,23.0,78.0,48.0,0.0,0.0,9.11,2020,5,3,43.0,23.0
43.0,23.0,78.0,48.0,0.0,0.0,9.98,2020,5,4,42.0,22.0
42.0,22.0,78.0,48.0,0.0,0.0,9.55,2020,5,5,43.0,23.0
43.0,23.0,78.0,48.0,0.0,0.0,9.98,2020,5,6,43.5,21.0
43.5,21.0,78.0,48.0,1.3,1.0,8.68,2020,5,7,44.0,24.5
44.0,24.5,78.0,48.0,0.0,0.0,9.98,2020,5,8,43.5,24.5
43.5,24.5,78.0,48.0,0.0,0.0,10.42,2020,5,9,41.5,26.0
41.5,26.0,78.0,48.0,0.0,0.0,11.28,2020,5,10,38.0,22.0
38.0,22.0,78.0,48.0,1.5,1.0,9.98,2020,5,11,39.0,25.0
39.0,25.0,78.0,48.0,0.0,0.0,9.55,2020,5,12,41.0,26.0
41.0,26.0,78.0,48.0,0.0,0.0,9.11,2020,5,13,41.5,24.5
41.5,24.5,78.0,48.0,0.0,0.0,7.38,2020,5,14,4.0,25.5
4.0,25.5,78.0,48.0,0.0,0.0,10.85,2020,5,15,42.0,24.5
42.0,24.5,78.0,48.0,0.0,0.0,9.11,2020,5,16,42.0,24.0
42.0,24.0,78.0,48.0,0.0,0.0,8.25,2020,5,17,42.5,23.5
42.5,23.5,78.0,48.0,0.0,0.0,7.81,2020,5,18,41.0,21.5
41.0,21.5,78.0,48.0,0.0,0.0,9.55,2020,5,19,43.0,21.0
43.0,21.0,78.0,48.0,0.0,0.0,9.98,2020,5,20,43.5,19.5
43.5,19.5,78.0,48.0,0.0,0.0,10.42,2020,5,21,26.0,11.0
26.0,11.0,87.0,61.0,0.0,0.0,2.61,2009,1,1,24.0,11.0
24.0,11.0,86.0,72.0,0.0,0.0,3.04,2009,1,2,22.0,11.0
22.0,11.0,78.0,72.0,0.0,0.0,2.61,2009,1,3,26.0,12.0
26.0,12.0,93.0,68.0,0.0,0.0,2.17,2009,1,4,26.0,13.0
26.0,13.0,88.0,57.0,0.0,0.0,2.61,2009,1,5,24.0,12.0
24.0,12.0,90.0,72.0,0.0,0.0,1.74,2009,1,6,23.0,12.0
23.0,12.0,73.0,67.0,0.0,0.0,2.61,2009,1,7,19.0,13.0
19.0,13.0,89.0,80.0,6.0,1.0,1.65,2009,1,8,17.0,15.0
17.0,15.0,100.0,78.0,0.0,0.0,0.87,2009,1,9,22.0,16.0
22.0,16.0,96.0,85.0,0.0,0.0,0.87,2009,1,10,20.0,15.0
20.0,15.0,83.0,91.0,0.0,0.0,1.74,2009,1,11,19.0,15.0
19.0,15.0,89.0,83.0,0.0,0.0,2.17,2009,1,12,23.0,15.0
23.0,15.0,100.0,77.0,0.0,0.0,1.74,2009,1,13,26.0,16.0
26.0,16.0,89.0,73.0,0.0,0.0,2.61,2009,1,14,27.0,16.0
27.0,16.0,84.0,78.0,0.0,0.0,3.48,2009,1,15,28.0,17.0
28.0,17.0,89.0,75.0,0.0,0.0,2.17,2009,1,16,26.0,14.0
26.0,14.0,89.0,73.0,0.0,0.0,3.04,2009,1,17,27.0,13.0
27.0,13.0,95.0,70.0,0.0,0.0,2.61,2009,1,18,27.0,14.0
27.0,14.0,93.0,73.0,0.0,0.0,3.04,2009,1,19,28.0,15.0
28.0,15.0,95.0,73.0,0.0,0.0,3.04,2009,1,20,27.0,12.0
27.0,12.0,88.0,77.0,0.0,0.0,3.04,2009,1,21,26.0,11.0
26.0,11.0,92.0,61.0,0.0,0.0,3.48,2009,1,22,23.0,10.0
23.0,10.0,92.0,68.0,0.0,0.0,3.91,2009,1,23,26.0,11.0
26.0,11.0,95.0,70.0,0.0,0.0,2.17,2009,1,24,25.0,12.0
25.0,12.0,89.0,77.0,0.0,0.0,2.61,2009,1,25,29.0,13.0
29.0,13.0,82.0,73.0,0.0,0.0,3.04,2009,1,26,28.0,13.0
28.0,13.0,93.0,60.0,0.0,0.0,3.04,2009,1,27,27.0,12.0
27.0,12.0,93.0,77.0,0.0,0.0,3.48,2009,1,28,26.0,13.0
26.0,13.0,88.0,70.0,0.0,0.0,3.48,2009,1,29,27.0,14.0
27.0,14.0,89.0,73.0,0.0,0.0,3.04,2009,1,30,29.0,13.0
29.0,13.0,88.0,77.0,0.0,0.0,3.48,2009,1,31,26.0,11.0
26.0,11.0,88.0,76.0,0.0,0.0,2.61,2009,2,1,24.0,10.0
24.0,10.0,87.0,59.0,0.0,0.0,4.34,2009,2,2,26.0,10.0
26.0,10.0,92.0,77.0,0.0,0.0,3.48,2009,2,3,27.0,10.0
27.0,10.0,77.0,70.0,0.0,0.0,3.04,2009,2,4,27.0,12.0
27.0,12.0,88.0,69.0,0.0,0.0,3.48,2009,2,5,27.0,10.0
27.0,10.0,87.0,76.0,0.0,0.0,4.34,2009,2,6,28.0,11.0
28.0,11.0,88.0,75.0,0.0,0.0,4.34,2009,2,7,28.0,12.0
28.0,12.0,78.0,54.0,0.0,0.0,3.91,2009,2,8,27.0,12.0
27.0,12.0,85.0,70.0,0.0,0.0,3.04,2009,2,9,29.0,13.0
29.0,13.0,88.0,73.0,0.0,0.0,3.48,2009,2,10,27.0,12.0
27.0,12.0,88.0,76.0,0.0,0.0,3.48,2009,2,11,25.0,10.0
25.0,10.0,80.0,33.0,0.0,0.0,3.04,2009,2,12,24.0,8.0
24.0,8.0,80.0,44.0,0.0,0.0,3.48,2009,2,13,26.0,9.0
26.0,9.0,92.0,73.0,0.0,0.0,3.04,2009,2,14,28.0,9.0
28.0,9.0,88.0,71.0,0.0,0.0,4.34,2009,2,15,29.0,13.0
29.0,13.0,71.0,65.0,0.0,0.0,3.91,2009,2,16,29.0,14.0
29.0,14.0,89.0,65.0,0.0,0.0,4.34,2009,2,17,29.0,15.0
29.0,15.0,89.0,66.0,0.0,0.0,3.91,2009,2,18,28.0,14.0
28.0,14.0,78.0,70.0,0.0,0.0,4.78,2009,2,19,27.0,14.0
27.0,14.0,84.0,65.0,0.0,0.0,4.34,2009,2,20,29.0,13.0
29.0,13.0,84.0,52.0,0.0,0.0,4.78,2009,2,21,29.0,14.0
29.0,14.0,89.0,60.0,0.0,0.0,5.22,2009,2,22,31.0,14.0
31.0,14.0,89.0,54.0,0.0,0.0,5.65,2009,2,23,31.0,15.0
31.0,15.0,74.0,59.0,0.0,0.0,3.91,2009,2,24,32.0,16.0
32.0,16.0,93.0,53.0,0.0,0.0,3.91,2009,2,25,33.0,14.0
33.0,14.0,83.0,53.0,0.0,0.0,5.2,2009,2,26,33.0,16.0
33.0,16.0,94.0,65.0,0.0,0.0,4.34,2009,2,27,32.0,14.0
32.0,14.0,83.0,50.0,0.0,0.0,4.34,2009,2,28,32.0,14.0
32.0,14.0,83.0,53.0,0.0,0.0,4.34,2009,3,1,32.0,15.0
32.0,15.0,89.0,55.0,0.0,0.0,5.22,2009,3,2,36.0,14.0
36.0,14.0,89.0,41.0,0.0,0.0,5.65,2009,3,3,36.0,15.0
36.0,15.0,80.0,57.0,0.0,0.0,4.78,2009,3,4,35.0,14.0
35.0,14.0,74.0,42.0,0.0,0.0,6.09,2009,3,5,35.0,13.0
35.0,13.0,95.0,43.0,0.0,0.0,6.09,2009,3,6,36.0,15.0
36.0,15.0,93.0,35.0,0.0,0.0,6.09,2009,3,7,34.0,14.0
34.0,14.0,91.0,57.0,0.0,0.0,6.09,2009,3,8,34.0,15.0
34.0,15.0,80.0,41.0,0.0,0.0,5.65,2009,3,9,34.0,16.0
34.0,16.0,98.0,51.0,0.0,0.0,5.22,2009,3,10,33.0,17.0
33.0,17.0,94.0,51.0,0.0,0.0,6.09,2009,3,11,34.0,15.0
34.0,15.0,85.0,53.0,0.0,0.0,5.22,2009,3,12,3.0,15.0
3.0,15.0,89.0,51.0,0.0,0.0,6.96,2009,3,13,34.0,17.0
34.0,17.0,66.0,57.0,0.0,0.0,5.2,2009,3,14,30.0,18.0
30.0,18.0,92.0,53.0,0.0,0.0,5.65,2009,3,15,33.0,16.0
33.0,16.0,94.0,37.0,0.0,0.0,6.52,2009,3,16,35.0,13.0
35.0,13.0,92.0,43.0,0.0,0.0,5.22,2009,3,17,35.0,15.0
35.0,15.0,83.0,47.0,0.0,0.0,6.96,2009,3,18,37.0,17.0
37.0,17.0,65.0,43.0,0.0,0.0,7.39,2009,3,19,36.0,19.0
36.0,19.0,91.0,42.0,0.0,0.0,7.83,2009,3,20,36.0,19.0
36.0,19.0,96.0,51.0,0.0,0.0,8.26,2009,3,21,34.0,18.0
34.0,18.0,90.0,57.0,0.0,0.0,8.69,2009,3,22,34.0,19.0
34.0,19.0,91.0,43.0,0.0,0.0,6.96,2009,3,23,36.0,19.0
36.0,19.0,75.0,42.0,0.0,0.0,7.83,2009,3,24,36.0,17.0
36.0,17.0,90.0,41.0,0.0,0.0,6.96,2009,3,25,37.0,17.0
37.0,17.0,70.0,47.0,0.0,0.0,7.39,2009,3,26,36.0,17.0
36.0,17.0,66.0,23.0,0.0,0.0,8.26,2009,3,27,37.0,18.0
37.0,18.0,51.0,27.0,0.0,0.0,8.69,2009,3,28,37.0,19.0
37.0,19.0,50.0,26.0,0.0,0.0,10.43,2009,3,29,38.0,20.0
38.0,20.0,69.0,32.0,0.0,0.0,8.26,2009,3,30,38.0,19.0
38.0,19.0,74.0,48.0,0.0,0.0,8.26,2009,3,31,37.0,18.0
37.0,18.0,70.0,39.0,0.0,0.0,8.96,2009,4,1,39.0,20.0
39.0,20.0,62.0,32.0,0.0,0.0,9.56,2009,4,2,39.0,19.0
39.0,19.0,57.0,39.0,0.0,0.0,7.83,2009,4,3,39.0,21.0
39.0,21.0,47.0,35.0,0.0,0.0,8.69,2009,4,4,39.0,18.0
39.0,18.0,69.0,29.0,0.0,0.0,10.43,2009,4,5,37.0,19.0
37.0,19.0,53.0,39.0,0.0,0.0,6.96,2009,4,6,38.0,18.0
38.0,18.0,75.0,51.0,2.1,1.0,7.39,2009,4,7,34.0,19.0
34.0,19.0,61.0,46.0,0.0,0.0,6.09,2009,4,8,36.0,17.0
36.0,17.0,76.0,39.0,0.0,0.0,7.39,2009,4,9,35.0,20.0
35.0,20.0,62.0,28.0,0.0,0.0,8.69,2009,4,10,36.0,17.0
36.0,17.0,57.0,34.0,0.0,0.0,9.56,2009,4,11,37.0,17.0
37.0,17.0,45.0,29.0,0.0,0.0,9.99,2009,4,12,39.0,19.0
39.0,19.0,44.0,26.0,0.0,0.0,9.56,2009,4,13,40.0,19.0
40.0,19.0,34.0,28.0,0.0,0.0,8.69,2009,4,14,41.0,23.0
41.0,23.0,65.0,30.0,0.0,0.0,10.43,2009,4,15,41.0,25.0
41.0,25.0,69.0,33.0,0.0,0.0,10.43,2009,4,16,42.0,24.0
42.0,24.0,76.0,29.0,0.0,0.0,11.73,2009,4,17,39.0,22.0
39.0,22.0,83.0,35.0,0.0,0.0,10.43,2009,4,18,40.0,19.0
40.0,19.0,52.0,38.0,0.0,0.0,11.3,2009,4,19,41.0,21.0
41.0,21.0,64.0,17.0,0.0,0.0,10.86,2009,4,20,42.0,24.0
42.0,24.0,73.0,25.0,0.0,0.0,11.73,2009,4,21,41.0,24.0
41.0,24.0,71.0,28.0,0.0,0.0,10.86,2009,4,22,42.0,20.0
42.0,20.0,67.0,25.0,0.0,0.0,12.17,2009,4,23,39.0,19.0
39.0,19.0,66.0,23.0,0.0,0.0,13.03,2009,4,24,40.0,24.0
40.0,24.0,47.0,32.0,0.0,0.0,13.47,2009,4,25,40.0,20.0
40.0,20.0,77.0,31.0,0.0,0.0,13.03,2009,4,26,41.0,21.0
41.0,21.0,82.0,25.0,0.0,0.0,11.3,2009,4,27,42.0,20.0
42.0,20.0,82.0,27.0,0.0,0.0,13.03,2009,4,28,43.0,23.0
43.0,23.0,55.0,26.0,0.0,0.0,10.43,2009,4,29,44.0,27.0
44.0,27.0,70.0,19.0,0.0,0.0,11.75,2009,4,30,44.0,25.0
44.0,25.0,71.0,20.0,0.0,0.0,13.47,2009,5,1,44.0,27.0
44.0,27.0,83.0,22.0,0.0,0.0,13.9,2009,5,2,42.0,26.0
42.0,26.0,71.0,23.0,0.0,0.0,13.03,2009,5,3,43.0,27.0
43.0,27.0,85.0,23.0,0.0,0.0,11.3,2009,5,4,41.0,25.0
41.0,25.0,62.0,22.0,0.0,0.0,12.17,2009,5,5,41.0,27.0
41.0,27.0,66.0,23.0,0.0,0.0,13.03,2009,5,6,41.0,25.0
41.0,25.0,73.0,27.0,0.0,0.0,11.75,2009,5,7,42.0,26.0
42.0,26.0,69.0,23.0,0.0,0.0,14.77,2009,5,8,40.0,27.0
40.0,27.0,65.0,20.0,0.0,0.0,15.64,2009,5,9,42.0,24.0
42.0,24.0,70.0,18.0,0.0,0.0,15.21,2009,5,10,42.0,26.0
42.0,26.0,78.0,23.0,0.0,0.0,16.08,2009,5,11,43.0,27.0
43.0,27.0,65.0,22.0,0.0,0.0,12.6,2009,5,12,42.0,27.0
42.0,27.0,64.0,26.0,0.0,0.0,12.17,2009,5,13,41.0,25.0
41.0,25.0,77.0,27.0,7.6,1.0,4.34,2009,5,14,39.0,23.0
39.0,23.0,74.0,27.0,0.0,0.0,10.86,2009,5,15,45.0,26.0
45.0,26.0,77.0,31.0,0.0,0.0,12.17,2009,5,16,41.0,25.0
41.0,25.0,82.0,33.0,6.4,1.0,4.34,2009,5,17,41.0,25.0
41.0,25.0,88.0,22.0,0.0,0.0,8.26,2009,5,18,42.0,25.0
42.0,25.0,71.0,27.0,0.0,0.0,11.3,2009,5,19,42.0,25.0
42.0,25.0,63.0,23.0,0.0,0.0,10.43,2009,5,20,40.0,25.0
40.0,25.0,58.0,27.0,0.0,0.0,12.6,2009,5,21,42.0,26.0
42.0,26.0,69.0,23.0,0.0,0.0,13.03,2009,5,22,43.0,29.0
43.0,29.0,88.0,18.0,0.0,0.0,12.17,2009,5,23,41.0,23.0
41.0,23.0,85.0,20.0,0.0,0.0,13.9,2009,5,24,42.0,27.0
42.0,27.0,88.0,27.0,0.0,0.0,13.03,2009,5,25,42.0,26.0
42.0,26.0,85.0,26.0,0.0,0.0,14.34,2009,5,26,42.0,27.0
42.0,27.0,67.0,27.0,0.0,0.0,15.21,2009,5,27,42.0,27.0
42.0,27.0,78.0,23.0,0.0,0.0,14.34,2009,5,28,43.0,29.0
43.0,29.0,76.0,27.0,0.0,0.0,14.77,2009,5,29,41.0,29.0
41.0,29.0,79.0,46.0,0.0,0.0,14.77,2009,5,30,40.0,28.0
40.0,28.0,79.0,45.0,0.0,0.0,13.47,2009,5,31,40.0,27.0
40.0,27.0,65.0,44.0,0.0,0.0,12.6,2009,6,1,37.0,25.0
37.0,25.0,84.0,52.0,8.8,1.0,13.03,2009,6,2,38.0,26.0
38.0,26.0,81.0,44.0,0.0,0.0,10.86,2009,6,3,39.0,30.0
39.0,30.0,83.0,45.0,0.0,0.0,15.21,2009,6,4,40.0,30.0
40.0,30.0,83.0,27.0,6.2,1.0,8.69,2009,6,5,43.0,23.0
43.0,23.0,67.0,23.0,0.0,0.0,13.03,2009,6,6,43.0,29.0
43.0,29.0,49.0,26.0,0.0,0.0,13.03,2009,6,7,41.0,28.0
41.0,28.0,51.0,27.0,0.0,0.0,13.03,2009,6,8,41.0,27.0
41.0,27.0,46.0,27.0,0.0,0.0,14.77,2009,6,9,41.0,28.0
41.0,28.0,69.0,26.0,0.0,0.0,15.21,2009,6,10,42.0,28.0
42.0,28.0,62.0,27.0,0.0,0.0,13.9,2009,6,11,40.0,30.0
40.0,30.0,69.0,27.0,18.0,1.0,11.91,2009,6,12,32.0,29.0
32.0,29.0,77.0,31.0,0.0,0.0,9.56,2009,6,13,38.0,27.0
38.0,27.0,62.0,36.0,0.0,0.0,8.69,2009,6,14,37.0,26.0
37.0,26.0,71.0,37.0,6.8,1.0,2.45,2009,6,15,40.0,24.0
40.0,24.0,76.0,31.0,0.0,0.0,9.5,2009,6,16,39.0,26.0
39.0,26.0,53.0,27.0,0.0,0.0,10.43,2009,6,17,40.0,27.0
40.0,27.0,74.0,27.0,0.0,0.0,13.03,2009,6,18,42.0,28.0
42.0,28.0,83.0,23.0,0.0,0.0,12.17,2009,6,19,42.0,31.0
42.0,31.0,48.0,25.0,0.0,0.0,13.9,2009,6,20,42.0,28.0
42.0,28.0,66.0,29.0,0.0,0.0,11.3,2009,6,21,41.0,29.0
41.0,29.0,66.0,27.0,0.0,0.0,13.03,2009,6,22,40.0,27.0
40.0,27.0,67.0,25.0,0.0,0.0,14.77,2009,6,23,40.0,28.0
40.0,28.0,67.0,44.0,0.0,0.0,9.56,2009,6,24,39.0,29.0
39.0,29.0,79.0,27.0,22.0,1.0,6.34,2009,6,25,37.0,24.0
37.0,24.0,92.0,33.0,27.2,1.0,20.24,2009,6,26,32.0,23.0
32.0,23.0,88.0,30.0,14.4,1.0,10.92,2009,6,27,32.0,26.0
32.0,26.0,90.0,31.0,0.0,0.0,9.56,2009,6,28,30.0,25.0
30.0,25.0,95.0,47.0,13.0,1.0,9.09,2009,6,29,32.0,26.0
32.0,26.0,90.0,47.0,0.0,0.0,8.69,2009,6,30,34.0,27.0
34.0,27.0,95.0,49.0,21.2,1.0,3.8,2009,7,1,34.0,24.0
