Max.,Min.,Morn,Eve,Rain,Rainy Days ,PE,year,month,day,Next_Max,Next_Min
40.0,22.0,61.0,31.0,0.0,0.0,11.3,2011,4,26,41.0,22.0
41.0,22.0,50.0,30.0,0.0,0.0,11.3,2011,4,27,41.0,22.0
41.0,22.0,61.0,24.0,0.0,0.0,13.03,2011,4,28,42.0,24.0
42.0,24.0,63.0,28.0,0.0,0.0,13.9,2011,4,29,43.0,25.0
43.0,25.0,50.0,23.0,0.0,0.0,14.77,2011,4,30,44.0,28.0
44.0,28.0,51.0,26.0,0.0,0.0,13.9,2011,5,1,43.0,27.0
43.0,27.0,51.0,28.0,0.0,0.0,12.17,2011,5,2,43.0,27.0
43.0,27.0,56.0,26.0,0.0,0.0,11.3,2011,5,3,43.0,27.0
43.0,27.0,61.0,26.0,0.0,0.0,10.45,2011,5,4,40.0,27.0
40.0,27.0,60.0,27.0,0.0,0.0,8.69,2011,5,5,39.0,26.0
39.0,26.0,62.0,26.0,0.0,0.0,11.3,2011,5,6,40.0,25.0
40.0,25.0,60.0,28.0,0.0,0.0,14.73,2011,5,7,39.0,27.0
39.0,27.0,60.0,27.0,0.0,0.0,12.17,2011,5,8,40.0,25.0
40.0,25.0,58.0,26.0,0.0,0.0,11.3,2011,5,9,40.0,25.0
40.0,25.0,56.0,26.0,0.0,0.0,13.03,2011,5,10,42.0,25.0
42.0,25.0,54.0,24.0,0.0,0.0,14.77,2011,5,11,42.0,26.0
42.0,26.0,51.0,23.0,0.0,0.0,14.73,2011,5,12,41.0,28.0
41.0,28.0,50.0,22.0,0.0,0.0,14.77,2011,5,13,41.0,26.0
41.0,26.0,48.0,20.0,0.0,0.0,13.9,2011,5,14,42.0,28.0
42.0,28.0,46.0,17.0,0.0,0.0,14.73,2011,5,15,42.0,28.0
42.0,28.0,46.0,17.0,0.0,0.0,12.17,2011,5,16,44.0,29.0
44.0,29.0,42.0,16.0,0.0,0.0,10.43,2011,5,17,45.0,30.0
45.0,30.0,42.0,16.0,0.0,0.0,14.77,2011,5,18,45.0,30.0
45.0,30.0,41.0,15.0,0.0,0.0,14.77,2011,5,19,44.0,30.0
44.0,30.0,43.0,15.0,0.0,0.0,14.73,2011,5,20,41.0,29.0
41.0,29.0,42.0,14.0,0.0,0.0,16.51,2011,5,21,39.0,29.0
39.0,29.0,41.0,16.0,0.0,0.0,13.9,2011,5,22,37.0,25.0
37.0,25.0,40.0,15.0,0.0,0.0,16.51,2011,5,23,40.0,26.0
40.0,26.0,43.0,14.0,0.0,0.0,15.64,2011,5,24,41.0,29.0
41.0,29.0,39.0,13.0,0.0,0.0,15.21,2011,5,25,41.0,30.0
41.0,30.0,40.0,13.0,0.0,0.0,13.03,2011,5,26,37.0,28.0
37.0,28.0,44.0,15.0,0.0,0.0,8.69,2011,5,27,40.0,27.0
40.0,27.0,42.0,15.0,0.0,0.0,10.43,2011,5,28,41.0,29.0
41.0,29.0,43.0,16.0,0.0,0.0,7.83,2011,5,29,42.0,30.0
42.0,30.0,39.0,16.0,0.0,0.0,19.12,2011,5,30,42.0,27.0
42.0,27.0,53.0,25.0,0.0,0.0,14.77,2011,5,31,41.0,30.0
41.0,30.0,52.0,27.0,0.0,0.0,16.51,2011,6,1,40.0,27.0
40.0,27.0,55.0,28.0,0.0,0.0,13.03,2011,6,2,41.0,28.0
41.0,28.0,54.0,26.0,2.6,1.0,8.79,2011,6,3,33.0,28.0
33.0,28.0,56.0,31.0,0.0,0.0,13.3,2011,6,4,33.0,27.0
33.0,27.0,45.0,33.0,0.0,0.0,10.43,2011,6,5,31.0,30.0
31.0,30.0,64.0,27.0,0.0,0.0,13.03,2011,6,6,41.0,28.0
41.0,28.0,61.0,36.0,0.0,0.0,12.17,2011,6,7,42.0,27.0
42.0,27.0,77.0,35.0,0.0,0.0,6.09,2011,6,8,36.0,26.0
36.0,26.0,57.0,35.0,0.0,0.0,7.83,2011,6,9,38.0,28.0
38.0,28.0,61.0,27.0,0.0,0.0,13.03,2011,6,10,44.0,27.0
44.0,27.0,71.0,24.0,24.2,1.0,12.02,2011,6,11,38.0,24.0
38.0,24.0,88.0,27.0,0.0,0.0,8.26,2011,6,12,38.0,29.0
38.0,29.0,39.0,26.0,0.0,0.0,8.26,2011,6,13,39.0,29.0
39.0,29.0,68.0,39.0,0.0,0.0,12.17,2011,6,14,36.0,25.0
36.0,25.0,88.0,26.0,6.2,1.0,2.61,2011,6,15,32.0,25.0
32.0,25.0,84.0,59.0,0.0,0.0,11.3,2011,6,16,34.0,26.0
34.0,26.0,77.0,38.0,0.0,0.0,9.12,2011,6,17,38.0,28.0
38.0,28.0,78.0,27.0,4.2,1.0,4.34,2011,6,18,37.0,25.0
37.0,25.0,84.0,39.0,17.2,1.0,5.89,2011,6,19,33.0,24.0
33.0,24.0,92.0,71.0,16.4,1.0,6.83,2011,6,20,30.0,25.0
30.0,25.0,87.0,70.0,25.2,1.0,0.84,2011,6,21,28.0,25.0
28.0,25.0,95.0,87.0,15.6,1.0,0.06,2011,6,22,26.0,25.0
26.0,25.0,100.0,64.0,6.4,1.0,3.79,2011,6,23,29.0,25.0
29.0,25.0,87.0,69.0,10.9,1.0,1.33,2011,6,24,25.0,24.0
25.0,24.0,87.0,70.0,11.9,1.0,1.15,2011,6,25,25.0,24.0
25.0,24.0,83.0,64.0,0.0,0.0,5.22,2011,6,26,29.0,25.0
29.0,25.0,84.0,69.0,13.9,1.0,2.59,2011,6,27,26.0,25.0
26.0,25.0,92.0,70.0,12.6,1.0,1.29,2011,6,28,28.0,25.0
28.0,25.0,95.0,70.0,3.6,1.0,6.09,2011,6,29,27.0,25.0
27.0,25.0,96.0,72.0,0.0,0.0,2.49,2011,6,30,31.0,25.0
31.0,25.0,92.0,87.0,0.0,0.0,3.48,2011,7,1,41.0,30.0
41.0,30.0,84.0,59.0,0.0,0.0,8.69,2011,7,2,40.0,27.0
40.0,27.0,80.0,44.0,0.0,0.0,8.69,2011,7,3,41.0,28.0
41.0,28.0,87.0,59.0,0.0,0.0,6.96,2011,7,4,33.0,28.0
33.0,28.0,87.0,55.0,0.0,0.0,5.22,2011,7,5,33.0,27.0
33.0,27.0,92.0,77.0,61.0,1.0,14.09,2011,7,6,31.0,30.0
31.0,30.0,87.0,47.0,0.0,0.0,3.48,2011,7,7,41.0,28.0
41.0,28.0,95.0,59.0,10.0,1.0,5.65,2011,7,8,42.0,27.0
42.0,27.0,92.0,70.0,13.0,1.0,3.43,2011,7,9,36.0,26.0
36.0,26.0,85.0,80.0,0.0,0.0,3.48,2011,7,10,38.0,28.0
38.0,28.0,95.0,71.0,3.6,1.0,2.61,2011,7,11,44.0,27.0
44.0,27.0,95.0,64.0,0.0,0.0,4.78,2011,7,12,38.0,24.0
38.0,24.0,92.0,55.0,0.0,0.0,5.22,2011,7,13,38.0,29.0
38.0,29.0,87.0,44.0,16.6,1.0,8.25,2011,7,14,39.0,29.0
39.0,29.0,84.0,59.0,0.0,0.0,2.61,2011,7,15,36.0,25.0
36.0,25.0,85.0,64.0,13.4,1.0,0.52,2011,7,16,32.0,25.0
32.0,25.0,100.0,64.0,0.0,0.0,2.61,2011,7,17,34.0,26.0
34.0,26.0,92.0,87.0,4.6,1.0,3.48,2011,7,18,38.0,28.0
38.0,28.0,92.0,67.0,47.6,1.0,8.45,2011,7,19,37.0,25.0
37.0,25.0,87.0,69.0,13.9,1.0,1.33,2011,7,20,33.0,24.0
33.0,24.0,87.0,64.0,16.6,1.0,1.81,2011,7,21,30.0,25.0
30.0,25.0,95.0,69.0,53.4,1.0,11.64,2011,7,22,28.0,25.0
28.0,25.0,100.0,64.0,22.0,1.0,8.95,2011,7,23,26.0,25.0
26.0,25.0,95.0,87.0,3.2,1.0,3.76,2011,7,24,29.0,25.0
29.0,25.0,95.0,88.0,0.0,0.0,3.48,2011,7,25,25.0,24.0
25.0,24.0,92.0,82.0,0.0,0.0,2.61,2011,7,26,25.0,24.0
25.0,24.0,87.0,78.0,0.0,0.0,5.22,2011,7,27,29.0,25.0
29.0,25.0,92.0,85.0,0.0,0.0,3.48,2011,7,28,26.0,25.0
26.0,25.0,92.0,64.0,0.0,0.0,5.22,2011,7,29,28.0,25.0
28.0,25.0,97.0,70.0,0.0,0.0,4.34,2011,7,30,27.0,25.0
27.0,25.0,92.0,64.0,0.0,0.0,3.48,2011,7,31,28.0,25.0
28.0,25.0,87.0,71.0,1.4,1.0,1.21,2011,8,1,30.0,26.0
30.0,26.0,84.0,66.0,0.0,0.0,4.34,2011,8,2,31.0,26.0
31.0,26.0,97.0,69.0,55.4,1.0,7.55,2011,8,3,30.0,25.0
30.0,25.0,92.0,87.0,0.0,0.0,3.48,2011,8,4,30.0,25.0
30.0,25.0,97.0,64.0,3.0,1.0,1.26,2011,8,5,27.0,25.0
27.0,25.0,92.0,69.0,62.2,1.0,54.11,2011,8,6,26.0,25.0
26.0,25.0,92.0,69.0,54.2,1.0,47.15,2011,8,7,26.0,24.0
26.0,24.0,95.0,87.0,42.4,1.0,3.25,2011,8,8,24.0,23.0
24.0,23.0,100.0,64.0,4.0,1.0,2.09,2011,8,9,26.0,24.0
26.0,24.0,92.0,71.0,6.4,1.0,0.31,2011,8,10,29.0,25.0
29.0,25.0,92.0,87.0,0.0,0.0,4.34,2011,8,11,29.0,24.0
29.0,24.0,96.0,64.0,6.4,1.0,0.31,2011,8,12,26.0,24.0
26.0,24.0,95.0,70.0,0.0,0.0,3.48,2011,8,13,26.0,24.0
26.0,24.0,92.0,71.0,11.4,1.0,0.96,2011,8,14,27.0,25.0
27.0,25.0,92.0,87.0,0.0,0.0,2.61,2011,8,15,29.0,24.0
29.0,24.0,94.0,60.0,0.0,0.0,3.48,2011,8,16,29.0,25.0
29.0,25.0,92.0,59.0,6.2,1.0,4.46,2011,8,17,27.0,24.0
27.0,24.0,92.0,65.0,0.0,0.0,4.78,2011,8,18,29.0,25.0
29.0,25.0,94.0,71.0,0.0,0.0,2.61,2011,8,19,29.0,25.0
29.0,25.0,92.0,59.0,0.0,0.0,4.43,2011,8,20,30.0,25.0
30.0,25.0,84.0,58.0,0.0,0.0,3.48,2011,8,21,29.0,25.0
29.0,25.0,92.0,60.0,0.0,0.0,4.34,2011,8,22,32.0,25.0
32.0,25.0,87.0,59.0,0.0,0.0,5.22,2011,8,23,31.0,26.0
31.0,26.0,92.0,55.0,7.2,1.0,1.98,2011,8,24,31.0,26.0
31.0,26.0,92.0,71.0,10.6,1.0,3.04,2011,8,25,30.0,24.0
30.0,24.0,95.0,65.0,12.6,1.0,1.74,2011,8,26,28.0,25.0
28.0,25.0,95.0,59.0,18.6,1.0,5.55,2011,8,27,30.0,25.0
30.0,25.0,100.0,71.0,16.0,1.0,3.82,2011,8,28,30.0,25.0
30.0,25.0,95.0,60.0,5.9,1.0,3.29,2011,8,29,30.0,25.0
30.0,25.0,97.0,71.0,0.0,0.0,5.22,2011,8,30,30.0,26.0
30.0,26.0,87.0,55.0,14.6,1.0,4.16,2011,8,31,29.0,24.0
29.0,24.0,88.0,65.0,51.0,1.0,7.5,2011,9,1,30.0,24.0
30.0,24.0,95.0,65.0,23.4,1.0,5.13,2011,9,2,29.0,24.0
29.0,24.0,95.0,68.0,0.0,0.0,4.33,2011,9,3,30.0,26.0
30.0,26.0,92.0,59.0,5.2,1.0,4.33,2011,9,4,29.0,26.0
29.0,26.0,100.0,71.0,9.9,1.0,2.94,2011,9,5,27.0,25.0
27.0,25.0,87.0,68.0,0.0,0.0,4.34,2011,9,6,30.0,25.0
30.0,25.0,91.0,72.0,1.4,1.0,0.34,2011,9,7,27.0,24.0
27.0,24.0,91.0,78.0,10.0,1.0,3.91,2011,9,8,26.0,24.0
26.0,24.0,95.0,76.0,8.9,1.0,0.45,2011,9,9,25.0,24.0
25.0,24.0,92.0,78.0,40.0,1.0,7.5,2011,9,10,25.0,24.0
25.0,24.0,95.0,78.0,0.0,0.0,3.48,2011,9,11,27.0,24.0
27.0,24.0,95.0,76.0,0.0,0.0,3.04,2011,9,12,30.0,24.0
30.0,24.0,92.0,47.0,0.0,0.0,3.91,2011,9,13,32.0,25.0
32.0,25.0,94.0,59.0,0.0,0.0,4.34,2011,9,14,30.0,26.0
30.0,26.0,92.0,59.0,19.6,1.0,1.81,2011,9,15,31.0,25.0
31.0,25.0,92.0,55.0,0.0,0.0,5.22,2011,9,16,30.0,26.0
30.0,26.0,94.0,55.0,0.0,0.0,4.34,2011,9,17,32.0,26.0
32.0,26.0,84.0,60.0,0.0,0.0,5.22,2011,9,18,30.0,24.0
30.0,24.0,83.0,71.0,0.0,0.0,5.22,2011,9,19,30.0,24.0
30.0,24.0,83.0,55.0,5.6,1.0,3.04,2011,9,20,32.0,25.0
32.0,25.0,94.0,71.0,5.0,1.0,3.48,2011,9,21,31.0,23.0
31.0,23.0,88.0,59.0,0.0,0.0,5.22,2011,9,22,31.0,24.0
31.0,24.0,94.0,62.0,0.0,0.0,4.34,2011,9,23,30.0,23.0
30.0,23.0,91.0,60.0,0.0,0.0,4.34,2011,9,24,31.0,23.0
31.0,23.0,96.0,65.0,0.0,0.0,4.34,2011,9,25,31.0,24.0
31.0,24.0,95.0,66.0,0.0,0.0,3.48,2011,9,26,31.0,23.0
31.0,23.0,96.0,62.0,0.0,0.0,4.34,2011,9,27,31.0,23.0
31.0,23.0,88.0,58.0,0.0,0.0,4.34,2011,9,28,31.0,23.0
31.0,23.0,87.0,56.0,0.0,0.0,4.34,2011,9,29,32.0,22.0
32.0,22.0,100.0,71.0,1.4,1.0,2.61,2011,9,30,30.0,23.0
30.0,23.0,94.0,55.0,0.0,0.0,3.04,2011,10,1,32.0,23.0
32.0,23.0,96.0,59.0,0.0,0.0,5.22,2011,10,2,31.0,22.0
31.0,22.0,83.0,63.0,0.0,0.0,4.78,2011,10,3,31.0,20.0
31.0,20.0,75.0,57.0,0.0,0.0,2.61,2011,10,4,32.0,21.0
32.0,21.0,94.0,60.0,0.0,0.0,5.22,2011,10,5,31.0,22.0
31.0,22.0,93.0,55.0,0.0,0.0,4.34,2011,10,6,33.0,23.0
33.0,23.0,96.0,66.0,0.0,0.0,5.22,2011,10,7,32.0,22.0
32.0,22.0,87.0,59.0,0.0,0.0,3.48,2011,10,8,33.0,22.0
33.0,22.0,84.0,55.0,0.0,0.0,5.22,2011,10,9,33.0,22.0
33.0,22.0,80.0,56.0,0.0,0.0,4.34,2011,10,10,33.0,21.0
33.0,21.0,83.0,47.0,0.0,0.0,4.78,2011,10,11,33.0,21.0
33.0,21.0,80.0,50.0,0.0,0.0,5.65,2011,10,12,33.0,20.0
33.0,20.0,71.0,59.0,0.0,0.0,8.26,2011,10,13,33.0,20.0
33.0,20.0,88.0,47.0,0.0,0.0,4.34,2011,10,14,33.0,20.0
33.0,20.0,71.0,50.0,0.0,0.0,4.34,2011,10,15,34.0,22.0
34.0,22.0,80.0,59.0,0.0,0.0,3.91,2011,10,16,34.0,21.0
34.0,21.0,80.0,50.0,0.0,0.0,3.04,2011,10,17,33.0,20.0
33.0,20.0,79.0,47.0,0.0,0.0,3.48,2011,10,18,33.0,19.0
33.0,19.0,77.0,59.0,0.0,0.0,3.48,2011,10,19,33.0,17.0
33.0,17.0,81.0,47.0,0.0,0.0,4.34,2011,10,20,32.0,17.0
32.0,17.0,80.0,47.0,0.0,0.0,6.09,2011,10,21,33.0,22.0
33.0,22.0,56.0,56.0,0.0,0.0,4.34,2011,10,22,32.0,26.0
32.0,26.0,76.0,50.0,0.0,0.0,3.48,2011,10,23,33.0,24.0
33.0,24.0,72.0,47.0,0.0,0.0,3.91,2011,10,24,32.0,23.0
32.0,23.0,56.0,66.0,0.0,0.0,4.34,2011,10,25,32.0,17.0
32.0,17.0,61.0,56.0,0.0,0.0,4.34,2011,10,26,32.0,16.0
32.0,16.0,71.0,50.0,0.0,0.0,3.91,2011,10,27,32.0,16.0
32.0,16.0,70.0,47.0,0.0,0.0,5.22,2011,10,28,29.0,17.0
29.0,17.0,81.0,59.0,0.0,0.0,3.91,2011,10,29,31.0,16.0
31.0,16.0,81.0,55.0,0.0,0.0,6.96,2011,10,30,31.0,15.0
31.0,15.0,72.0,47.0,0.0,0.0,3.91,2011,10,31,30.0,15.0
30.0,15.0,50.0,59.0,0.0,0.0,4.34,2011,11,1,32.0,16.0
32.0,16.0,70.0,47.0,0.0,0.0,5.22,2011,11,2,31.0,15.0
31.0,15.0,56.0,50.0,0.0,0.0,3.91,2011,11,3,31.0,15.0
31.0,15.0,76.0,66.0,0.0,0.0,6.09,2011,11,4,31.0,18.0
31.0,18.0,75.0,59.0,0.0,0.0,6.96,2011,11,5,32.0,16.0
32.0,16.0,77.0,50.0,0.0,0.0,6.09,2011,11,6,33.0,16.0
33.0,16.0,68.0,47.0,0.0,0.0,5.22,2011,11,7,32.0,17.0
32.0,17.0,65.0,55.0,0.0,0.0,4.34,2011,11,8,32.0,15.0
32.0,15.0,68.0,50.0,0.0,0.0,6.09,2011,11,9,32.0,16.0
32.0,16.0,65.0,59.0,0.0,0.0,6.96,2011,11,10,32.0,15.0
32.0,15.0,75.0,47.0,0.0,0.0,7.83,2011,11,11,31.0,16.0
31.0,16.0,77.0,59.0,0.0,0.0,6.22,2011,11,12,30.0,17.0
30.0,17.0,75.0,56.0,0.0,0.0,6.96,2011,11,13,31.0,16.0
31.0,16.0,77.0,47.0,0.0,0.0,4.34,2011,11,14,31.0,15.0
31.0,15.0,72.0,50.0,0.0,0.0,5.22,2011,11,15,30.0,14.0
30.0,14.0,65.0,59.0,0.0,0.0,6.09,2011,11,16,30.0,14.0
30.0,14.0,68.0,57.0,0.0,0.0,4.34,2011,11,17,31.0,14.0
31.0,14.0,61.0,52.0,0.0,0.0,3.48,2011,11,18,30.0,15.0
30.0,15.0,70.0,47.0,0.0,0.0,3.91,2011,11,19,31.0,15.0
31.0,15.0,74.0,51.0,0.0,0.0,5.22,2011,11,20,31.0,15.0
31.0,15.0,77.0,62.0,0.0,0.0,4.34,2011,11,21,30.0,15.0
30.0,15.0,89.0,70.0,0.0,0.0,3.48,2011,11,22,28.0,14.0
28.0,14.0,74.0,55.0,0.0,0.0,3.04,2011,11,23,27.0,15.0
27.0,15.0,68.0,51.0,0.0,0.0,3.48,2011,11,24,28.0,14.0
28.0,14.0,74.0,66.0,0.0,0.0,3.48,2011,11,25,27.0,14.0
27.0,14.0,70.0,64.0,0.0,0.0,2.61,2011,11,26,28.0,15.0
28.0,15.0,80.0,66.0,0.0,0.0,4.34,2011,11,27,30.0,17.0
30.0,17.0,77.0,62.0,0.0,0.0,3.91,2011,11,28,27.0,15.0
27.0,15.0,89.0,62.0,0.0,0.0,5.22,2011,11,29,29.0,13.0
29.0,13.0,79.0,55.0,0.0,0.0,1.74,2011,11,30,27.0,12.0
27.0,12.0,72.0,56.0,0.0,0.0,3.04,2011,12,1,26.0,13.0
26.0,13.0,89.0,62.0,0.0,0.0,3.04,2011,12,2,27.0,14.0
27.0,14.0,83.0,62.0,0.0,0.0,4.34,2011,12,3,29.0,16.0
29.0,16.0,84.0,61.0,0.0,0.0,2.61,2011,12,4,28.0,15.0
28.0,15.0,89.0,55.0,0.0,0.0,3.48,2011,12,5,30.0,16.0
30.0,16.0,80.0,62.0,0.0,0.0,4.34,2011,12,6,28.0,14.0
28.0,14.0,77.0,59.0,0.0,0.0,3.04,2011,12,7,29.0,15.0
29.0,15.0,79.0,62.0,0.0,0.0,2.61,2011,12,8,29.0,15.0
29.0,15.0,89.0,61.0,0.0,0.0,3.04,2011,12,9,30.0,15.0
30.0,15.0,83.0,57.0,0.0,0.0,3.48,2011,12,10,28.0,12.0
28.0,12.0,76.0,55.0,0.0,0.0,2.61,2011,12,11,24.0,9.0
24.0,9.0,82.0,61.0,0.0,0.0,3.91,2011,12,12,23.0,9.0
23.0,9.0,87.0,65.0,0.0,0.0,3.04,2011,12,13,22.0,8.0
22.0,8.0,87.0,55.0,0.0,0.0,2.61,2011,12,14,24.0,10.0
24.0,10.0,77.0,69.0,0.0,0.0,3.48,2011,12,15,25.0,9.0
25.0,9.0,70.0,69.0,0.0,0.0,3.48,2011,12,16,25.0,9.0
25.0,9.0,94.0,42.0,0.0,0.0,2.61,2011,12,17,24.0,10.0
24.0,10.0,70.0,65.0,0.0,0.0,3.48,2011,12,18,25.0,10.0
25.0,10.0,76.0,47.0,0.0,0.0,2.61,2011,12,19,24.0,10.0
24.0,10.0,76.0,65.0,0.0,0.0,3.91,2011,12,20,24.0,9.0
24.0,9.0,88.0,66.0,0.0,0.0,2.61,2011,12,21,25.0,10.0
25.0,10.0,94.0,65.0,0.0,0.0,1.74,2011,12,22,25.0,10.0
25.0,10.0,76.0,55.0,0.0,0.0,2.61,2011,12,23,25.0,9.0
25.0,9.0,82.0,50.0,0.0,0.0,2.61,2011,12,24,22.0,10.0
22.0,10.0,71.0,52.0,0.0,0.0,3.48,2011,12,25,25.0,10.0
25.0,10.0,77.0,42.0,0.0,0.0,2.61,2011,12,26,24.0,10.0
24.0,10.0,80.0,66.0,0.0,0.0,3.04,2011,12,27,23.0,9.0
23.0,9.0,77.0,55.0,0.0,0.0,3.91,2011,12,28,23.0,10.0
23.0,10.0,76.0,50.0,0.0,0.0,2.61,2011,12,29,22.0,9.0
22.0,9.0,87.0,65.0,0.0,0.0,3.91,2011,12,30,24.0,10.0
24.0,10.0,70.0,55.0,0.0,0.0,2.61,2011,12,31,27.0,17.0
27.0,17.0,94.0,62.0,0.0,0.0,3.48,2012,1,1,26.0,15.0
26.0,15.0,84.0,65.0,0.0,0.0,3.04,2012,1,2,21.0,10.0
21.0,10.0,88.0,63.0,0.0,0.0,2.61,2012,1,3,20.0,9.0
20.0,9.0,70.0,55.0,0.0,0.0,2.17,2012,1,4,22.0,10.0
22.0,10.0,79.0,61.0,0.0,0.0,2.61,2012,1,5,24.0,11.0
24.0,11.0,88.0,25.0,0.0,0.0,3.48,2012,1,6,23.0,10.0
23.0,10.0,88.0,55.0,0.0,0.0,3.48,2012,1,7,24.0,11.0
24.0,11.0,79.0,45.0,0.0,0.0,3.04,2012,1,8,26.0,11.0
26.0,11.0,68.0,65.0,0.0,0.0,3.48,2012,1,9,19.0,9.0
19.0,9.0,94.0,61.0,0.0,0.0,2.17,2012,1,10,19.0,6.0
19.0,6.0,85.0,43.0,0.0,0.0,3.04,2012,1,11,20.0,7.0
20.0,7.0,88.0,55.0,0.0,0.0,2.61,2012,1,12,19.0,9.0
19.0,9.0,94.0,61.0,0.0,0.0,3.48,2012,1,13,20.0,5.0
20.0,5.0,90.0,50.0,0.0,0.0,4.34,2012,1,14,22.0,5.0
22.0,5.0,76.0,51.0,0.0,0.0,3.04,2012,1,15,23.0,8.0
23.0,8.0,87.0,56.0,0.0,0.0,3.04,2012,1,16,24.0,11.0
24.0,11.0,88.0,62.0,0.0,0.0,2.61,2012,1,17,24.0,11.0
24.0,11.0,88.0,68.0,0.0,0.0,2.61,2012,1,18,24.0,6.0
24.0,6.0,81.0,60.0,0.0,0.0,3.04,2012,1,19,23.0,9.0
23.0,9.0,73.0,62.0,0.0,0.0,3.04,2012,1,20,24.0,6.0
24.0,6.0,70.0,60.0,0.0,0.0,4.78,2012,1,21,22.0,6.0
22.0,6.0,85.0,65.0,0.0,0.0,4.34,2012,1,22,24.0,10.0
24.0,10.0,76.0,60.0,0.0,0.0,2.61,2012,1,23,25.0,11.0
25.0,11.0,71.0,61.0,0.0,0.0,3.48,2012,1,24,20.0,6.0
20.0,6.0,81.0,59.0,0.0,0.0,3.04,2012,1,25,22.0,7.0
22.0,7.0,67.0,58.0,0.0,0.0,2.43,2012,1,26,22.0,7.0
22.0,7.0,100.0,68.0,2.8,1.0,2.61,2012,1,27,20.0,8.0
20.0,8.0,89.0,66.0,0.0,0.0,3.04,2012,1,28,24.0,10.0
24.0,10.0,96.0,68.0,0.0,0.0,4.34,2012,1,29,20.0,13.0
20.0,13.0,86.0,71.0,2.0,1.0,2.61,2012,1,30,20.0,13.0
20.0,13.0,89.0,81.0,0.0,0.0,3.04,2012,1,31,20.0,11.0
20.0,11.0,62.0,52.0,0.0,0.0,3.48,2012,2,1,21.0,8.0
21.0,8.0,73.0,58.0,0.0,0.0,5.22,2012,2,2,21.0,8.0
21.0,8.0,87.0,62.0,0.0,0.0,3.48,2012,2,3,23.0,9.0
23.0,9.0,74.0,64.0,0.0,0.0,2.61,2012,2,4,27.0,10.0
27.0,10.0,88.0,68.0,0.0,0.0,3.04,2012,2,5,26.0,13.0
26.0,13.0,82.0,69.0,0.0,0.0,3.91,2012,2,6,25.0,13.0
25.0,13.0,84.0,61.0,0.0,0.0,2.61,2012,2,7,27.0,11.0
27.0,11.0,71.0,58.0,0.0,0.0,3.48,2012,2,8,21.0,6.0
21.0,6.0,74.0,68.0,0.0,0.0,4.34,2012,2,9,21.0,7.0
21.0,7.0,71.0,69.0,0.0,0.0,2.61,2012,2,10,20.0,6.0
20.0,6.0,86.0,42.0,0.0,0.0,3.48,2012,2,11,22.0,7.0
22.0,7.0,69.0,45.0,0.0,0.0,4.34,2012,2,12,25.0,10.0
25.0,10.0,78.0,55.0,0.0,0.0,4.34,2012,2,13,27.0,13.0
27.0,13.0,89.0,51.0,0.0,0.0,3.91,2012,2,14,27.0,13.0
27.0,13.0,89.0,51.0,0.0,0.0,3.04,2012,2,15,27.0,11.0
27.0,11.0,71.0,69.0,0.0,0.0,4.34,2012,2,16,24.0,11.0
24.0,11.0,87.0,55.0,0.0,0.0,4.34,2012,2,17,23.0,11.0
23.0,11.0,71.0,51.0,0.0,0.0,3.48,2012,2,18,24.0,11.0
24.0,11.0,81.0,55.0,0.0,0.0,4.34,2012,2,19,26.0,11.0
26.0,11.0,87.0,49.0,0.0,0.0,5.22,2012,2,20,28.0,11.0
28.0,11.0,89.0,42.0,0.0,0.0,2.61,2012,2,21,30.0,13.0
30.0,13.0,70.0,45.0,0.0,0.0,3.48,2012,2,22,30.0,13.0
30.0,13.0,78.0,56.0,0.0,0.0,3.91,2012,2,23,31.0,14.0
31.0,14.0,74.0,54.0,0.0,0.0,4.35,2012,2,24,31.0,13.0
31.0,13.0,79.0,52.0,0.0,0.0,4.34,2012,2,25,30.0,11.0
30.0,11.0,78.0,51.0,0.0,0.0,4.34,2012,2,26,31.0,13.0
31.0,13.0,78.0,42.0,0.0,0.0,4.34,2012,2,27,29.0,14.0
29.0,14.0,84.0,59.0,0.0,0.0,5.22,2012,2,28,30.0,11.0
30.0,11.0,83.0,49.0,0.0,0.0,4.78,2012,2,29,29.0,11.0
29.0,11.0,79.0,51.0,0.0,0.0,6.96,2012,3,1,30.0,11.0
30.0,11.0,77.0,44.0,0.0,0.0,4.34,2012,3,2,29.0,12.0
29.0,12.0,84.0,54.0,0.0,0.0,5.22,2012,3,3,30.0,13.0
30.0,13.0,78.0,61.0,0.0,0.0,6.09,2012,3,4,31.0,15.0
31.0,15.0,79.0,55.0,0.0,0.0,5.22,2012,3,5,32.0,15.0
32.0,15.0,80.0,42.0,0.0,0.0,5.22,2012,3,6,32.0,14.0
32.0,14.0,89.0,54.0,0.0,0.0,4.34,2012,3,7,28.0,14.0
28.0,14.0,68.0,49.0,0.0,0.0,6.96,2012,3,8,28.0,15.0
28.0,15.0,81.0,61.0,0.0,0.0,6.09,2012,3,9,26.0,10.0
26.0,10.0,88.0,52.0,0.0,0.0,8.69,2012,3,10,26.0,11.0
26.0,11.0,82.0,54.0,0.0,0.0,5.22,2012,3,11,29.0,13.0
29.0,13.0,60.0,50.0,0.0,0.0,6.96,2012,3,12,33.0,13.0
33.0,13.0,68.0,51.0,0.0,0.0,5.22,2012,3,13,31.0,12.0
31.0,12.0,69.0,52.0,0.0,0.0,5.65,2012,3,14,28.0,11.0
